episode,season,scene_id,location,scene_text,dominant_emotion,emotion_scores
S01E04,1,S01E04_SCENE_1,"Russian hideout - flashback, Siberian prison","Unknown Man: Where's Oleg? Vladimir: It's just us now. Vladimir: We don't need anyone else. Vladimir: Only each other. Vladimir: Soon it'll just be you, Vladimir. Anatoly: No, my brother. Anatoly: We leave here together. Anatoly: Tonight. Vladimir: Where did you get this? Anatoly: A gift... Anatoly: ...from Alexei. Anatoly: The guards shouldn't have left him for the rats. Vladimir: Will we see Moscow? Anatoly: Moscow? Anatoly: It's a city buried in the past. Anatoly: We must look to... Anatoly: ...the future. Anatoly: America. Anatoly: Where we will rule... Anatoly: ...as kings.",neutral,"{""neutral"": 0.4326077997684479}"
S01E04,1,S01E04_SCENE_10,Vanessa's art gallery,"Fisk: Well, hello there. Vanessa: Hello. Fisk: How are you enjoying ""rabbit in a snowstorm""? Vanessa: You remember. Fisk: Of course... Fisk: It's one of my favorite pieces. Fisk: I hung it in my bedroom. Fisk: It's the last thing I see every night. Vanessa: That's either very romantic or very sad. Fisk: I like to tell myself it's the former. Vanessa: Don't we all? Fisk: I wanted... Fisk: I wanted to thank you for it... personally. Vanessa: That's really not necessary, but you're welcome. Vanessa: Is there anything else I can help you with? Fisk: No, I... Fisk: Yes, I was actually wondering if you cared to join me for dinner. Vanessa: I'm the only one working here tonight. Fisk: That's okay. Fisk: Another time then. Vanessa: Mmm-hmm. Fisk: That's it? Fisk: You're not gonna offer to buy every painting in here so I can close up early? Vanessa: A guy actually tried that once. Fisk: A woman that can be bought... isn't worth having. Fisk: I'm partial to Italian. Vanessa: We agree on more than art. Fisk: Vanessa. Vanessa: Wilson.",sadness,"{""sadness"": 0.7087202668190002}"
S01E04,1,S01E04_SCENE_11,Nelson & Murdock law office,"Foggy: Eat it, you little bastard. Foggy: My mom wanted me to be a butcher, you know that? Matt: Oh, not the butcher story. Foggy: I said, ""No, Mom, I want to be a lawyer."" Foggy: I don't remember what I said next. Matt: No, you never do. Foggy: But I'm fairly certain it wasn't about bailing out a piss-drunk electrician who nearly burned his house down. Foggy: Let's cross. Matt: Ed's wife left him, Foggy. Matt: It was an accident. Matt: Admittedly involving cigarettes and gasoline, but still. Foggy: I could be carving my own corned beef. Foggy: Making my own pickles, have a little shop of my own. Matt: You got your own office. Foggy: We have office space. Foggy: An actual office would involve plantery and equipment, fax machines or whatever successful people use. Matt: I don't think they use fax machines anymore. Foggy: How would I know? Foggy: Which is endemic to the problem. Foggy: Matt, what if we're doing this all wrong? Foggy: What if Landman and Zack was the way to go? Matt: You hated interning there. Foggy: I hate being broke. Matt: You think Landman and Zack would have helped out Ed? Foggy: No. Foggy: But they had free bagels... every morning. Foggy: And they had furniture that didn't smell like a pack of cigarettes. Foggy: And elevators... God, I miss the elevators. Matt: We're doing good here, Foggy. Foggy: Are we? Matt: Yeah, we're making a difference. Foggy: You get a new phone? We afford that? Matt: Hey, one sec. Foggy: Foggy, I'll see you tomorrow. Matt: It's a girl, isn't it? Foggy: You got a new phone just for your girls. Foggy: My life sucks. Matt: Get home safe.",sadness,"{""disgust"": 0.36074963212013245}"
S01E04,1,S01E04_SCENE_12,Street outside Nelson & Murdock - Matt on burner phone,"Matt: Hey, what's up? Matt: Claire? Matt: Claire, can you hear me? Matt: Claire!",neutral,"{""surprise"": 0.4805765151977539}"
S01E04,1,S01E04_SCENE_13,Auction house,"Auctioneer: 5 and now 50. Auctioneer: 50 right there, and now 55. Auctioneer: 55,000 here. Now 60. Auctioneer: 60,000. Who will bid 60,000? Auctioneer: Do I have 60,000? Auctioneer: 55, going once, going twice. Auctioneer: Sold for 55,000. Auctioneer: Next up, lot 87. Auctioneer: Liquidation of Union Allied Construction LLC. Auctioneer: Forty-two desktops with Thunderbolt display, 14 copy machines, 62 IP phones, as well as supporting equipment listed in your catalog. Auctioneer: Estimated value, 540,000. Auctioneer: We'll start the bidding at 70,000. Auctioneer: Do I hear 70,000? Auctioneer: 70,000 right here, and now 75. Auctioneer: 75,000? Auctioneer: I have 75 over here, and now 80. Auctioneer: Do I have 80,000? 80,000. Auctioneer: 80,000 in the back, thank you. Auctioneer: And now 90... Ben Urich: Stop what you're doing. Ben Urich: Don't turn around. Auctioneer: 100,000. Who'll bid 100,000? Auctioneer: Right here, now 110... Karen Page: This is how you get caught. Auctioneer: 110, and now 120... Ben Urich: To your right, a woman in a white blouse. Ben Urich: Eyes front. Jesus! Ben Urich: To your left, a man in a navy blue pinstripe suit. Auctioneer: 150 now, and 160. Karen Page: Who are they? Ben Urich: Don't know. Ben Urich: But they aren't bidding either. Auctioneer: Who'll bid 180,000? Now 190. Auctioneer: 190. 190 here, now... Karen Page: What do I do? Ben Urich: Spend the next hour raising your paddle. Ben Urich: Win something. Karen Page: I don't have any money. Ben Urich: Figure it out. Ben Urich: Meet me at the diner when you're done. Karen Page: How did you know I was here? Auctioneer: 225, now 230? Auctioneer: 225 going once, going twice. Auctioneer: Sold for $225,000.",neutral,"{""neutral"": 0.3553737998008728, ""surprise"": 0.41804420948028564}"
S01E04,1,S01E04_SCENE_14,Matt's apartment building hallway,"Santino: Let's go. Santino: It's okay. It's me, Santino. Santino: Do you remember me? Matt: Yes. Santino: Claire's been taken by some very bad people. Santino: I heard them say your name. Santino: I need your help. Please. Santino: I didn't say anything. Santino: Not at first. Santino: Then they took me up to the roof like you did with that man... Santino: They told me if I said anything to anyone... they'd come back for my mother. Matt: Do you know where they took Claire? Santino: No. Santino: I'm sorry... Matt: Those men are going to hurt her because of me. Matt: No, it's not your fault, Santino. Matt: It's mine. Matt: Is there anything else you heard or saw? Matt: Anything that might help me find her? Santino: I saw them get into a taxi. Santino: But not in the back, in the front. Santino: Like it was theirs. Matt: What was the company? Matt: Did you see a name? Santino: Veles. Veles Taxi. Matt: Yes.",fear,"{""fear"": 0.4176725447177887}"
S01E04,1,S01E04_SCENE_15,Italian restaurant - Fisk and Vanessa's dinner,"Vanessa: I hope you like it. Fisk: It's delicious. Fisk: I don't know much about wine. Fisk: My assistant, he recommended it. Vanessa: Maybe I should be out with him. Fisk: That was a joke. Vanessa: Yes, of course. Vanessa: A bad one, but... mmm... Vanessa: You don't do this much, do you? Fisk: No. Fisk: I've been preoccupied... for a long time. Fisk: This is nice. Fisk: I didn't even know it was here. Vanessa: Yes, it just opened last month. Vanessa: The city's really changing. Fisk: Not fast enough. Vanessa: I don't know. Vanessa: Be a shame to see all the character scrubbed away. Vanessa: You didn't grow up here, did you? Fisk: What gave it away? Fisk: When I was a kid, I used to dream what it would be like to... to live somewhere far away from Hell's Kitchen. Fisk: Somewhere beautiful. Vanessa: What made you stay? Fisk: I didn't. Fisk: When I was 12 years old, my mother, she sent me to stay with relatives. Fisk: Had a farm, middle of nowhere. Fisk: Those were good years. Vanessa: But you came back. Fisk: Yes. Fisk: Time and distance, they afford a certain clarity. Fisk: I realized that this city was a part of me, that it was in my blood. Fisk: And I would do anything to make it a better place... for people like you. Vanessa: To a better place.",neutral,"{""neutral"": 0.5203039646148682}"
S01E04,1,S01E04_SCENE_16,Russian warehouse - Claire's interrogation,"Sergei: You answer, he stops hitting you. Sergei: Everyone is happy. Claire: I told you, I don't know who he is. Sergei: Tell me his name. Claire: I don't know. Claire: He never told me. He never told me! Sergei: Mikhail, check the breaker. Sergei: Check the breaker! Sergei: Mikhail? Sergei: Mikhail! Sergei: No, you aren't. Sergei: I'll blow her brains out! Claire: It hurts, doesn't it? Claire: Being in pain, being afraid. Claire: It's okay. Claire: I'm here. Claire: I have you.",fear,"{""fear"": 0.7979409694671631}"
S01E04,1,S01E04_SCENE_17,Diner,"Ben Urich: You bid on anything? Karen Page: Yeah. Karen Page: Some, uh... office equipment from a realtor. Karen Page: Nearly as old as I am. Ben Urich: Win? Karen Page: Yeah, 3,500 I don't have. Karen Page: I charged it to the law firm where I work. Karen Page: Probably just got my ass fired. Ben Urich: Beats the alternative. Waitress: More coffee? Karen Page: Uh, can I have a decaf? Waitress: Oh, sure thing. Karen Page: Thanks. Karen Page: How did you know I was gonna be there? Ben Urich: Wasn't looking for you. Karen Page: I thought you weren't interested. Ben Urich: I said you should move on. Ben Urich: Didn't say anything about me. Karen Page: So I was right. Ben Urich: About the office equipment. Ben Urich: Union Allied or whatever it is that they're calling themselves now, they're buying it back. Ben Urich: I mean, you follow that, maybe you find the guy behind the curtain. Ben Urich: You said you read a bunch of my articles. Ben Urich: Remember the one about the, uh... the runoff? Ben Urich: What that company was dumping into the river? Karen Page: Yeah, sure. Ben Urich: Fished the guy that tipped me off out of that same river a month later. Ben Urich: And that fella trying to clean up the Teachers Union? Ben Urich: Moved out of state... after flyers went up saying he was a pedophile. Ben Urich: They underestimated what people in power will do to stay there. Ben Urich: Didn't think you'd make the same mistake after what happened to you. Karen Page: What about the woman? Karen Page: From your first series of articles about the VA? Karen Page: What happened to her? Ben Urich: She met the worst fate. Ben Urich: Married beneath her... to a workaholic who never appreciated her. Karen Page: I'm sorry, I didn't mean to... Ben Urich: We need to be smart. Ben Urich: Smarter than they are. Ben Urich: Don't visit me at the office anymore, and don't tell anyone else about this. Ben Urich: If that doesn't work for you, get up and get the hell out of my life. Karen Page: That works for me. Ben Urich: Good. Ben Urich: First thing, sign the agreement from the Union Allied lawyer. Karen Page: What? No! Karen Page: No, I sign that, I can't ever talk publicly about this. Ben Urich: Yeah... Ben Urich: ...but I'm not signing it.",anger,"{""anger"": 0.3056883215904236, ""neutral"": 0.15263962745666504}"
S01E04,1,S01E04_SCENE_18,Russian warehouse exterior,"Vladimir: Sergei. Vladimir: Sergei... Vladimir: Who did this? Sergei: The man in black... Vladimir: All right. Stay there. Vladimr: That was Piotr. Vladimir: Fisk has come out of hiding. Vladimir: We need his help, brother. Anatoly: I will not bow before that man! Vladimir: Then I will go... Vladimir: And bow for both of us. Anatoly: Go. Anatoly: Make the deal.",anger,"{""anger"": 0.5412048697471619}"
S01E04,1,S01E04_SCENE_19,Italian restaurant - continued,"Vanessa: Are you sure about dessert? Vanessa: They have an incredible Zuppa Inglese. Fisk: Don't children have that at birthday parties? Vanessa: Yes. Vanessa: When I was a kid, I loved it. Vanessa: Probably loved it a bit too much. Fisk: Well, now I have to know what it tastes like. Fisk: You wanna split one? Vanessa: Yes. Fisk: We'll have a Zuppa. Waiter: Yes, sir. Vanessa: Chocolate was always my downfall. Vanessa: Milk chocolate, not the dark stuff they say is better for you. Fisk: I can order something else. Vanessa: No, no, it's good to try new things. Vanessa: Get out of the comfort zone. Fisk: Yes, we get caught up in what we're doing... who we think we are. Vanessa: So... who are you, Wilson? Fisk: Tonight, I'm just a man... enjoying the company of a captivating woman. Wesley: I told you he's indisposed. Wesley: Sir, I need to speak with you. Fisk: What is this? Wesley: We need to go... now.",neutral,"{""neutral"": 0.7707928419113159}"
S01E04,1,S01E04_SCENE_2,Russian hideout - present day,"Guard: He's here! Vladimir: Who do you think? Vladimir: No, I don't know how he found us. Vladimir: Where's my brother? Vladimir: Listen, shut up! Vladimir: Shut up! Vladimir: I don't care what he told you... Vladimir: ...get him on the phone!",anger,"{""anger"": 0.7947906255722046}"
S01E04,1,S01E04_SCENE_20,Outside the restaurant / Fisk's car,"Anatoly: I'm sorry. Anatoly: I want to tell you, my brother and I, we gratefully accept... Fisk: Wesley will take care of you. Driver: Put him in a car. Driver: Understood.",joy,"{""joy"": 0.4822249114513397}"
S01E04,1,S01E04_SCENE_21,Nelson & Murdock law office,"Foggy: Promise you won't get mad. Matt: You bought a fax machine? Foggy: From the early '90s. Foggy: Oh, it's not that old... I think. Foggy: Um, but the rest of the stuff's coming tomorrow. Matt: The rest? Foggy: Yeah, like, a printer and conference phones and a copier and... Foggy: Yeah, there was an auction and, you know, we needed stuff, so I, um... charged it to the office. Foggy: But don't freak out, okay? Foggy: I got a thing, some money coming in from... Foggy: You know what? It doesn't matter. Foggy: You mad? Matt: I ever tell you my mom wanted me to be a butcher? Foggy: A butcher?",anger,"{""anger"": 0.35646578669548035}"
S01E04,1,S01E04_SCENE_22,Claire's friend's apartment - after rescue,"Claire: This isn't gonna feel great. Matt: Ow. Claire: You got pretty good hands for a blind guy. Matt: Used to patch up my dad. Claire: He ran around in a mask, too? Matt: He was a boxer. Matt: Took a lot of beatings. Claire: Huh. Claire: So you take after him then. Matt: Ow. Claire: Shit. Claire: I'm sorry. Matt: It's okay. Claire: You've had a lot worse. Claire: I mean, I'm sorry for getting you into this. I... Claire: I never thought that I'd be putting anyone else at risk. Matt: It was my choice. Matt: You didn't ask me to pull you from that dumpster. Claire: No, you did it because you're a good person. Claire: And you almost got killed... because of me. Claire: Tell me it was worth it. Claire: Tell me that you've got a plan... an end game. Matt: Claire... Claire: Anything? Matt: I'm just trying to make my city a better place, that's all. Claire: Ow. I think maybe it's a little more complicated than that now. Claire: Nothing's changing out there. Claire: No matter what I do, I'm just... I'm making things worse. Matt: Tell that to the boy you saved from the Russians. Matt: Or all the other people you've helped. Claire: And what about the people I've gotten hurt? What do I... Claire: What do I tell them? Matt: Feel my heart. Matt: Come on, feel it. Claire: What is it telling you? Matt: That you're scared. Claire: Because I am. Claire: More than I've ever been in my life. Claire: And I am not alone. Claire: But you can do something about it... for all of us, Mike. Matt: Matthew. Matt: My name is Matthew.",fear,"{""fear"": 0.4500110447406769}"
S01E04,1,S01E04_SCENE_23,Vanessa's art gallery - after dinner,"Vanessa: Will I see you again? Vanessa: I don't usually date customers. Fisk: You came out with me tonight. Fisk: And here we are, so... Fisk: I can... return the painting, and then I'd no longer be a... Vanessa: I'm not interested in gestures, Wilson, or your money, or... whatever that was all about at the restaurant. Vanessa: I went out with you because... there's something different about you. Vanessa: Not so sure it's a good thing now. Fisk: Like you said... I don't do this much. Fisk: And I'm sorry that our night, it went sideways. Fisk: But... I enjoyed our time together very much, Vanessa. Fisk: If you don't feel the same... even a little bit... just tell me, and I promise you won't see me again. Vanessa: I... don't know how I feel.",neutral,"{""neutral"": 0.5124505758285522}"
S01E04,1,S01E04_SCENE_24,Outside - Fisk's car / road,"Fisk: And even after all that, you didn't even get a name out of the girl? Wesley: No. Wesley: The man in black came before our men had finished. Anatoly: You were right to reach out to us, although... a call would have been more appropriate. Fisk: They say the past is etched in stone, but it isn't. Fisk: It's... smoke trapped in a closed room, swirling... changing. Fisk: Buffeted by the passing of years and wishful thinking. Fisk: But even though our perception of it changes, one thing remains constant. Fisk: The past can... never be completely erased. Fisk: It lingers. Fisk: Like the scent of burning wood. Driver: Sir? Fisk: Yes, passenger side. Wesley: Was that him? Fisk: Mmm. Fisk: He'd like to have a word with you. Fisk: You embarrassed me. Fisk: You embarrassed me in front of her. Fisk: Tell Mr. Potter I'll need a new suit. Fisk: Hmm. Fisk: What about this? Fisk: Take what's left of him and send it to his brother. Wesley: It'll start a war. Fisk: I'm counting on it.",neutral,"{""neutral"": 0.5246379971504211}"
S01E04,1,S01E04_SCENE_3,Claire's friend's apartment,"Claire: You've been busy. Matt: Yeah. Ow. Claire: Sorry. Claire: So, how's that working out for you? Matt: You should see the other guys. Claire: I have. Claire: The one you threw off the roof, at my place? Claire: He's in a coma. Do you know that? Matt: Yeah, I heard. Claire: How do you feel about that? Matt: I'll live. Claire: Hey! Claire: Get off the counter! Matt: Wow, you don't like cats. Claire: I'm allergic. Claire: I was supposed to be coming in, feeding this guy twice a day while my friend was out of town, not hiding out here using up all my sick days. Matt: Just a while longer. Matt: Just till I know the Russians aren't looking for you. Claire: I'm not the one that looks like they've been through the grinder. Claire: You really need to get some kind of body armor or something. Matt: It would slow me down too much. Claire: So will a bullet. Claire: You worried about me? Matt: What if I were? Claire: I would tell you I'm a big boy, and not to be. Matt: Right. Matt: That's why you keep ending up here. Claire: Well, maybe I just like the sound of your voice. Claire: Hmm. Claire: So what happens the night you come by... I'm already talking to someone else? Matt: Yeah, it crossed my mind. Claire: Yeah? Matt: Here. Claire: Um, you shouldn't have. Matt: I didn't. The burner's for me. Matt: Memorize the number, put yours in. Matt: Next time I need to come by, I'll call. Claire: By ""come by,"" do you mean stumble in, bleeding half to death? Matt: Yeah, something like that. Claire: You're gonna get yourself killed. Claire: You really gotta ease up. Matt: No, I can't. Not yet. Matt: I can take care of myself, Mike. Claire: You know... Matt: It's not just about you. Matt: It's a little more complicated than that. Matt: You ever heard the name Wilson Fisk? Claire: No... who's that? Matt: Just a name somebody gave me. Matt: But there's no public record. Matt: Nothing on the Internet. Matt: Not one mention of Fisk. Claire: Maybe whoever gave you his name was lying. Matt: I would have known if he was. Claire: How? Matt: Heartbeat. Claire: Right, of course, heartbeat. Claire: So, what, you're just gonna go out there punching whoever you can, hoping to find somebody who knows this Fisk guy? Matt: Well, apply enough pressure, someone will break. Matt: Sooner or later.",neutral,"{""neutral"": 0.2991347312927246, ""surprise"": 0.20462511479854584}"
S01E04,1,S01E04_SCENE_4,Russian criminal meeting room,"Wesley: Oof. Those look like they hurt. Vladimir: I've had worse. Wesley: I know how much your people delight in extolling the amount of pain they can endure, but maybe next time you could try ducking? Wesley: Leland's finalized the paperwork. Wesley: Prohaszka's holdings in Kitchen Cab have been acquired and transferred via third party to Veles Taxi. Wesley: Your distribution infrastructure just doubled. Anatoly: Tell your employer we are grateful. Wesley: Don't think he really cares at the moment. Wesley: You were light again this week. Vladimir: There was a complication. Wesley: One you assured us you were addressing. Anatoly: Do you know what he was asking? Anatoly: This fool who laid hands on my brother? Wesley: Not my concern. Anatoly: It should be. Anatoly: He was asking about your employer, by name. Wesley: All the more reason to settle this. Wesley: You sneeze, we all catch a cold. Wesley: Madame Gao and Mr. Nobu have expressed their disappointment. Vladimir: We have not heard of this. Wesley: Hmm, that's because we've been talking behind your back, about how the Russians can't seem to handle one man running around in a mask. Wesley: I mean, if he had an iron suit or a magic hammer, maybe that would explain why you keep getting your asses handed to you... Vladimir: We're done here. Wesley: He's weakened your operation. Vladimir: You think us weak? Wesley: This isn't personal, Vladimir. Wesley: It's business. Wesley: Distribution of Madame Gao's product has been affected, which in turn is causing delays in other ventures. Wesley: This is not acceptable. Wesley: Fortunately for all parties, my employer has agreed to help return you to solid footing. Vladimir: How? Wesley: By aiding you in certain duties deemed vital to the continuation of service... Anatoly: He wants to take over. Wesley: We value the services you provide, but clearly you need help providing them. Wesley: We'll all profit nicely under the new structure. Vladimir: How nicely? Vladimir: Tell Mr. Fisk... Wesley: We don't say his name. Vladimir: Tell... Mr. Fisk... Vladimir: ...that if he wants a pound of flesh... Vladimir: ...he can come here and carve it himself. Wesley: This is an offer, not an order. Wesley: The choice of how we proceed is yours. Wesley: Talk it over with your brother. Wesley: We'll be in touch.",neutral,"{""disgust"": 0.2159772664308548, ""neutral"": 0.4357851445674896}"
S01E04,1,S01E04_SCENE_5,Ben Urich's office,"Ben Urich: Did you look at it? Karen Page: Yeah, I looked at it. Ben Urich: And? Karen Page: And... it's a story I've heard before. Karen Page: Company gets caught up in a scandal, files for bankruptcy, then quietly restructures under a new name. Karen Page: They killed Daniel Fisher. Karen Page: They tried to kill me. Ben Urich: I'm still a little unclear on that point. Ben Urich: You say here Rance assaulted you in your apartment. Ben Urich: And a man in a black mask saved your life? Karen Page: Yes, but he just... Karen Page: He came out of nowhere. Ben Urich: And you'd never seen him before? Karen Page: No. Ben Urich: Stranger things, right? Ben Urich: Well, what about Rance? Ben Urich: Do you really believe that he just up and hung himself in jail? Karen Page: That guard tried to do the same thing to me. Karen Page: Why don't you ask him? Ben Urich: Farnum? Ben Urich: He's dead. Ben Urich: Ate the barrel of his gun in his basement. Ben Urich: And your old boss, McClintock? Ben Urich: Overdosed on pills or some such. Ben Urich: You seeing a pattern here, Miss Page? Karen Page: Then why isn't anyone looking into this? Ben Urich: You don't understand how lucky you are. Ben Urich: Count the angels on the head of a pin, and move on. Karen Page: So they just shuffle some papers and all this disappears? Ben Urich: Wouldn't be the first time. Karen Page: Oh, don't bullshit me. Karen Page: A construction company is brick and mortar, literally. Karen Page: All right, you cannot just shift cranes and trailers and office equipment like you can numbers on a page. Karen Page: There has to be a trail if everything is being liquidated. Ben Urich: Thanks for the coffee. Karen Page: What? Karen Page: So that's it?",neutral,"{""surprise"": 0.40307414531707764}"
S01E04,1,S01E04_SCENE_6,Russian warehouse / medical area,"Anatoly: Stories like this are built on sources, Miss Page. Ben Urich: Stories like this are built on sources, Miss Page. Ben Urich: Credible sources. Ben Urich: I did some digging into your, uh... past activities. Karen Page: Well, I did some digging, too. Karen Page: I read every big story with your byline. Karen Page: The VA kickbacks, toxic runoff, the Teachers Union scandal. Karen Page: Hell, you pretty much brought down the Italian mob back when I was in diapers. Karen Page: What ever happened to that reporter, Mr. Urich? Ben Urich: He got old. Ben Urich: And a hell of a lot less stupid.",sadness,"{""disgust"": 0.5124358534812927}"
S01E04,1,S01E04_SCENE_7,Russian warehouse - Semyon's recovery,"Anatoly: My God. Anatoly: Give me the kit. Vladimir: This could kill him. Anatoly: Semyon's usually the one we send for this sort of work. Anatoly: He'd understand. Vladimir: You hear back from Piotr? Anatoly: Said he'd call when he had something on Fisk's movements. Vladimir: Fisk is cautious. Vladimir: If he suspects... Anatoly: Then what? Anatoly: What are you so afraid of? Anatoly: We were in that hellhole for three years. Anatoly: From princes of Moscow... to shitting in a bucket. Anatoly: I promised myself if we ever got free... we'd never lose what we had again. Anatoly: Especially not to pride. Vladimir: Back when we had nothing, we agreed on everything. Vladimir: We've lost our way... in this land of riches. Anatoly: Then let's find it again... together. Anatoly: You sure... this was epinephrine? Anatoly: Get his tube out. Anatoly: Semyon... Anatoly: It's us... Anatoly: Anatoly and Vladimir. Anatoly: That's it... Anatoly: Breathe... Anatoly: Breathe... Anatoly: And tell us about the man who did this to you. Semyon: The devil. Semyon: The devil. Anatoly: Did you see anything? Anatoly: Semyon? Anatoly: Anything that could help us find him? Semyon: There was a woman... Vladimir: Get Sergei on the phone.",fear,"{""fear"": 0.76141357421875}"
S01E04,1,S01E04_SCENE_8,Fisk's office / private space,"Wesley: Hola. Fisk: Hola. Wesley: Anatoly may be the way in. Wesley: He seems more amenable to the proposition, or at least not quite as... vitriolic as his brother. Fisk: Well, confrontations can be expensive. Fisk: I'd prefer to handle this quietly. Fisk: How are we on the timeline? Wesley: Within a reasonable margin. Wesley: Assuming we can settle with the Russians quickly. Fisk: We will. One way or another. Fisk: What about the masked idiot? Wesley: If the brothers can't handle him, I'll find another solution.",neutral,"{""neutral"": 0.7168246507644653}"
S01E04,1,S01E04_SCENE_9,Outside - Fisk's car,"Fisk: No. Fisk: You stay with the car. Wesley: Sir... Fisk: I need to attend to this alone. Fisk: Thank you, Wesley.",neutral,"{""neutral"": 0.6378072500228882}"
